date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-06-18,USA-39017,Butler,Ohio,24,15.0,3.92,1,0.43,0.11
2020-06-18,USA-39015,Brown,Ohio,1,0.83,1.92,0,0.0,0.0
2020-06-18,USA-39013,Belmont,Ohio,0,1.43,2.13,0,0.71,1.07
2020-06-18,USA-39011,Auglaize,Ohio,1,0.71,1.56,0,0.0,0.0
2020-06-18,USA-39009,Athens,Ohio,0,0.14,0.22,0,0.0,0.0
2020-06-18,USA-39007,Ashtabula,Ohio,5,3.5,3.6,0,0.43,0.44
2020-06-18,USA-39005,Ashland,Ohio,6,1.57,2.94,0,0.0,0.0
2020-06-18,USA-39003,Allen,Ohio,4,2.33,2.28,0,0.29,0.28
2020-06-18,USA-39001,Adams,Ohio,1,0.86,3.09,0,0.0,0.0
2020-06-19,USA-39999,Unknown,Ohio,0,0.0,,0,0.0,
2020-06-19,USA-39175,Wyandot,Ohio,5,1.0,4.59,0,0.0,0.0
2020-06-19,USA-39173,Wood,Ohio,1,2.29,1.75,0,0.14,0.11
2020-06-19,USA-39171,Williams,Ohio,0,0.14,0.39,0,0.0,0.0
2020-06-19,USA-39169,Wayne,Ohio,5,2.43,2.1,0,0.0,0.0
2020-06-19,USA-39167,Washington,Ohio,0,0.29,0.48,0,0.14,0.24
2020-06-19,USA-39165,Warren,Ohio,10,8.86,3.78,0,0.0,0.0
2020-06-19,USA-39163,Vinton,Ohio,0,0.14,1.09,0,0.0,0.0
2020-06-19,USA-39161,Van Wert,Ohio,1,0.71,2.53,0,0.0,0.0
2020-06-19,USA-39159,Union,Ohio,2,1.0,1.7,0,0.0,0.0
2020-06-19,USA-39157,Tuscarawas,Ohio,1,2.17,2.36,0,0.29,0.31
2020-06-19,USA-39155,Trumbull,Ohio,11,7.29,3.68,1,0.29,0.14
2020-06-19,USA-39153,Summit,Ohio,13,13.86,2.56,3,1.67,0.31
2020-06-19,USA-39151,Stark,Ohio,10,10.14,2.74,0,0.0,0.0
2020-06-19,USA-39149,Shelby,Ohio,1,0.29,0.59,0,0.0,0.0
2020-06-19,USA-39147,Seneca,Ohio,0,0.14,0.26,0,0.0,0.0
2020-06-19,USA-39145,Scioto,Ohio,0,0.29,0.38,0,0.0,0.0
2020-06-19,USA-39143,Sandusky,Ohio,3,1.0,1.71,0,0.0,0.0
2020-06-19,USA-39141,Ross,Ohio,0,0.43,0.56,0,0.0,0.0
2020-06-19,USA-39139,Richland,Ohio,6,3.43,2.83,0,0.0,0.0
2020-06-19,USA-39137,Putnam,Ohio,1,0.43,1.27,0,0.0,0.0
2020-06-19,USA-39135,Preble,Ohio,3,1.14,2.8,0,0.0,0.0
2020-06-19,USA-39133,Portage,Ohio,2,2.0,1.23,0,0.0,0.0
2020-06-19,USA-39131,Pike,Ohio,0,0.43,1.54,0,0.0,0.0
2020-06-19,USA-39129,Pickaway,Ohio,4,3.5,5.99,0,0.14,0.24
2020-06-19,USA-39127,Perry,Ohio,0,0.43,1.19,0,0.0,0.0
2020-06-19,USA-39125,Paulding,Ohio,1,0.57,3.06,0,0.0,0.0
2020-06-19,USA-39123,Ottawa,Ohio,0,0.57,1.41,0,0.14,0.35
2020-06-19,USA-39121,Noble,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39119,Muskingum,Ohio,0,0.71,0.83,0,0.0,0.0
2020-06-19,USA-39117,Morrow,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39115,Morgan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39113,Montgomery,Ohio,56,39.0,7.34,1,0.29,0.05
2020-06-19,USA-39111,Monroe,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39109,Miami,Ohio,4,2.14,2.0,0,0.0,0.0
2020-06-19,USA-39107,Mercer,Ohio,2,2.0,4.86,0,0.0,0.0
2020-06-19,USA-39105,Meigs,Ohio,0,0.43,1.87,0,0.0,0.0
2020-06-19,USA-39103,Medina,Ohio,2,1.67,0.93,0,0.71,0.4
2020-06-19,USA-39101,Marion,Ohio,2,2.0,3.07,0,0.14,0.22
2020-06-19,USA-39099,Mahoning,Ohio,13,9.5,4.15,5,2.71,1.19
2020-06-19,USA-39097,Madison,Ohio,2,0.57,1.28,0,0.0,0.0
2020-06-19,USA-39095,Lucas,Ohio,10,9.57,2.23,2,3.0,0.7
2020-06-19,USA-39093,Lorain,Ohio,3,6.57,2.12,1,0.57,0.18
2020-06-19,USA-39091,Logan,Ohio,0,0.14,0.31,0,0.0,0.0
2020-06-19,USA-39089,Licking,Ohio,5,4.57,2.58,0,0.0,0.0
2020-06-19,USA-39087,Lawrence,Ohio,2,1.43,2.4,0,0.0,0.0
2020-06-19,USA-39085,Lake,Ohio,2,2.0,0.87,0,0.14,0.06
2020-06-19,USA-39083,Knox,Ohio,0,0.29,0.46,0,0.0,0.0
2020-06-19,USA-39081,Jefferson,Ohio,3,0.71,1.09,0,0.0,0.0
2020-06-19,USA-39079,Jackson,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39077,Huron,Ohio,1,3.43,5.88,0,0.0,0.0
2020-06-19,USA-39075,Holmes,Ohio,8,3.57,8.12,0,0.0,0.0
2020-06-19,USA-39073,Hocking,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39071,Highland,Ohio,2,0.71,1.65,0,0.0,0.0
2020-06-19,USA-39069,Henry,Ohio,0,0.29,1.06,0,0.0,0.0
2020-06-19,USA-39067,Harrison,Ohio,0,0.14,0.95,0,0.0,0.0
2020-06-19,USA-39065,Hardin,Ohio,1,2.71,8.65,0,0.14,0.46
2020-06-19,USA-39063,Hancock,Ohio,0,0.14,0.19,0,0.0,0.0
2020-06-19,USA-39061,Hamilton,Ohio,126,79.43,9.72,3,0.86,0.1
2020-06-19,USA-39059,Guernsey,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39057,Greene,Ohio,2,4.5,2.66,2,0.29,0.17
2020-06-19,USA-39055,Geauga,Ohio,4,3.14,3.36,0,0.29,0.31
2020-06-19,USA-39053,Gallia,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39051,Fulton,Ohio,0,0.14,0.34,0,0.0,0.0
2020-06-19,USA-39049,Franklin,Ohio,103,96.0,7.29,6,3.29,0.25
2020-06-19,USA-39047,Fayette,Ohio,0,0.14,0.5,0,0.0,0.0
2020-06-19,USA-39045,Fairfield,Ohio,6,6.43,4.08,0,0.43,0.27
2020-06-19,USA-39043,Erie,Ohio,1,3.57,4.81,0,0.57,0.77
2020-06-19,USA-39041,Delaware,Ohio,2,3.29,1.57,0,0.0,0.0
2020-06-19,USA-39039,Defiance,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-19,USA-39037,Darke,Ohio,0,1.0,1.96,0,0.0,0.0
2020-06-19,USA-39035,Cuyahoga,Ohio,77,52.71,4.27,7,4.29,0.35
2020-06-19,USA-39033,Crawford,Ohio,0,0.17,0.4,0,0.14,0.34
2020-06-19,USA-39031,Coshocton,Ohio,2,0.86,2.34,0,0.0,0.0
2020-06-19,USA-39029,Columbiana,Ohio,14,5.71,5.61,0,0.43,0.42
2020-06-19,USA-39027,Clinton,Ohio,0,0.29,0.68,0,0.0,0.0
2020-06-19,USA-39025,Clermont,Ohio,10,4.29,2.08,0,0.0,0.0
2020-06-19,USA-39023,Clark,Ohio,38,29.43,21.95,0,0.0,0.0
2020-06-19,USA-39021,Champaign,Ohio,0,0.43,1.1,0,0.0,0.0
2020-06-19,USA-39019,Carroll,Ohio,1,0.29,1.06,0,0.0,0.0
2020-06-19,USA-39017,Butler,Ohio,13,14.43,3.77,1,0.57,0.15
2020-06-19,USA-39015,Brown,Ohio,1,0.83,1.92,0,0.0,0.0
2020-06-19,USA-39013,Belmont,Ohio,4,1.86,2.77,0,0.43,0.64
2020-06-19,USA-39011,Auglaize,Ohio,2,0.71,1.56,0,0.0,0.0
2020-06-19,USA-39009,Athens,Ohio,0,0.14,0.22,0,0.0,0.0
2020-06-19,USA-39007,Ashtabula,Ohio,4,3.57,3.67,1,0.57,0.59
2020-06-19,USA-39005,Ashland,Ohio,0,1.57,2.94,0,0.0,0.0
2020-06-19,USA-39003,Allen,Ohio,1,2.14,2.09,1,0.43,0.42
2020-06-19,USA-39001,Adams,Ohio,0,0.86,3.09,0,0.0,0.0
2020-06-20,USA-39999,Unknown,Ohio,1,0.14,,0,0.0,
2020-06-20,USA-39175,Wyandot,Ohio,0,1.0,4.59,0,0.0,0.0
2020-06-20,USA-39173,Wood,Ohio,1,1.86,1.42,0,0.14,0.11
2020-06-20,USA-39171,Williams,Ohio,0,0.14,0.39,0,0.0,0.0
2020-06-20,USA-39169,Wayne,Ohio,2,2.71,2.35,0,0.0,0.0
2020-06-20,USA-39167,Washington,Ohio,0,0.14,0.24,0,0.14,0.24
2020-06-20,USA-39165,Warren,Ohio,12,9.0,3.84,0,0.0,0.0
2020-06-20,USA-39163,Vinton,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39161,Van Wert,Ohio,1,0.86,3.03,0,0.0,0.0
2020-06-20,USA-39159,Union,Ohio,2,1.29,2.18,0,0.0,0.0
2020-06-20,USA-39157,Tuscarawas,Ohio,7,3.17,3.44,1,0.29,0.31
2020-06-20,USA-39155,Trumbull,Ohio,5,6.57,3.32,0,0.14,0.07
2020-06-20,USA-39153,Summit,Ohio,8,12.57,2.32,2,1.67,0.31
2020-06-20,USA-39151,Stark,Ohio,9,10.29,2.78,0,0.0,0.0
2020-06-20,USA-39149,Shelby,Ohio,0,0.29,0.59,0,0.0,0.0
2020-06-20,USA-39147,Seneca,Ohio,1,0.29,0.52,0,0.0,0.0
2020-06-20,USA-39145,Scioto,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39143,Sandusky,Ohio,0,1.0,1.71,0,0.0,0.0
2020-06-20,USA-39141,Ross,Ohio,2,0.71,0.93,0,0.0,0.0
2020-06-20,USA-39139,Richland,Ohio,3,3.29,2.71,0,0.0,0.0
2020-06-20,USA-39137,Putnam,Ohio,0,0.29,0.84,0,0.0,0.0
2020-06-20,USA-39135,Preble,Ohio,1,1.14,2.8,0,0.0,0.0
2020-06-20,USA-39133,Portage,Ohio,1,2.14,1.32,0,0.0,0.0
2020-06-20,USA-39131,Pike,Ohio,1,0.57,2.06,0,0.0,0.0
2020-06-20,USA-39129,Pickaway,Ohio,2,2.5,4.28,1,0.14,0.24
2020-06-20,USA-39127,Perry,Ohio,1,0.43,1.19,0,0.0,0.0
2020-06-20,USA-39125,Paulding,Ohio,0,0.57,3.06,0,0.0,0.0
2020-06-20,USA-39123,Ottawa,Ohio,0,0.29,0.71,0,0.14,0.35
2020-06-20,USA-39121,Noble,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39119,Muskingum,Ohio,2,0.86,0.99,0,0.0,0.0
2020-06-20,USA-39117,Morrow,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39115,Morgan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39113,Montgomery,Ohio,40,40.0,7.52,1,0.43,0.08
2020-06-20,USA-39111,Monroe,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39109,Miami,Ohio,2,2.14,2.0,0,0.0,0.0
2020-06-20,USA-39107,Mercer,Ohio,2,2.0,4.86,0,0.0,0.0
2020-06-20,USA-39105,Meigs,Ohio,0,0.43,1.87,0,0.0,0.0
2020-06-20,USA-39103,Medina,Ohio,1,1.57,0.87,0,0.14,0.08
2020-06-20,USA-39101,Marion,Ohio,0,1.57,2.41,0,0.14,0.22
2020-06-20,USA-39099,Mahoning,Ohio,7,9.0,3.94,1,1.43,0.62
2020-06-20,USA-39097,Madison,Ohio,2,0.86,1.92,0,0.0,0.0
2020-06-20,USA-39095,Lucas,Ohio,5,9.14,2.13,1,2.0,0.47
2020-06-20,USA-39093,Lorain,Ohio,6,6.43,2.07,1,0.57,0.18
2020-06-20,USA-39091,Logan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39089,Licking,Ohio,1,3.57,2.02,0,0.0,0.0
2020-06-20,USA-39087,Lawrence,Ohio,0,1.43,2.4,0,0.0,0.0
2020-06-20,USA-39085,Lake,Ohio,6,2.57,1.12,1,0.29,0.12
2020-06-20,USA-39083,Knox,Ohio,0,0.29,0.46,0,0.0,0.0
2020-06-20,USA-39081,Jefferson,Ohio,0,0.57,0.87,0,0.0,0.0
2020-06-20,USA-39079,Jackson,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39077,Huron,Ohio,1,3.29,5.64,0,0.0,0.0
2020-06-20,USA-39075,Holmes,Ohio,2,3.43,7.8,0,0.0,0.0
2020-06-20,USA-39073,Hocking,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39071,Highland,Ohio,0,0.57,1.32,0,0.0,0.0
2020-06-20,USA-39069,Henry,Ohio,1,0.29,1.06,0,0.0,0.0
2020-06-20,USA-39067,Harrison,Ohio,0,0.14,0.95,1,0.14,0.95
2020-06-20,USA-39065,Hardin,Ohio,1,2.14,6.83,5,0.86,2.73
2020-06-20,USA-39063,Hancock,Ohio,0,0.14,0.19,0,0.0,0.0
2020-06-20,USA-39061,Hamilton,Ohio,110,87.71,10.73,2,1.0,0.12
2020-06-20,USA-39059,Guernsey,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39057,Greene,Ohio,7,5.5,3.26,0,0.29,0.17
2020-06-20,USA-39055,Geauga,Ohio,2,3.43,3.66,0,0.29,0.31
2020-06-20,USA-39053,Gallia,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-20,USA-39051,Fulton,Ohio,0,0.14,0.34,0,0.0,0.0
2020-06-20,USA-39049,Franklin,Ohio,104,94.86,7.2,9,4.0,0.3
2020-06-20,USA-39047,Fayette,Ohio,0,0.14,0.5,0,0.0,0.0
2020-06-20,USA-39045,Fairfield,Ohio,6,6.29,3.99,0,0.43,0.27
2020-06-20,USA-39043,Erie,Ohio,1,1.14,1.54,0,0.29,0.38
2020-06-20,USA-39041,Delaware,Ohio,7,3.57,1.71,0,0.0,0.0
2020-06-20,USA-39039,Defiance,Ohio,2,0.29,0.75,0,0.0,0.0
2020-06-20,USA-39037,Darke,Ohio,1,0.86,1.68,0,0.0,0.0
2020-06-20,USA-39035,Cuyahoga,Ohio,74,58.71,4.75,2,3.71,0.3
2020-06-20,USA-39033,Crawford,Ohio,0,0.17,0.4,0,0.14,0.34
2020-06-20,USA-39031,Coshocton,Ohio,3,1.14,3.12,0,0.0,0.0
2020-06-20,USA-39029,Columbiana,Ohio,2,5.71,5.61,0,0.29,0.28
2020-06-20,USA-39027,Clinton,Ohio,0,0.29,0.68,0,0.0,0.0
2020-06-20,USA-39025,Clermont,Ohio,9,5.43,2.63,0,0.0,0.0
2020-06-20,USA-39023,Clark,Ohio,33,33.71,25.14,0,0.0,0.0
2020-06-20,USA-39021,Champaign,Ohio,0,0.43,1.1,0,0.0,0.0
2020-06-20,USA-39019,Carroll,Ohio,1,0.29,1.06,0,0.0,0.0
2020-06-20,USA-39017,Butler,Ohio,28,16.29,4.25,2,0.86,0.22
2020-06-20,USA-39015,Brown,Ohio,2,1.0,2.3,0,0.0,0.0
2020-06-20,USA-39013,Belmont,Ohio,1,1.57,2.35,0,0.14,0.21
2020-06-20,USA-39011,Auglaize,Ohio,0,0.71,1.56,0,0.0,0.0
2020-06-20,USA-39009,Athens,Ohio,0,0.14,0.22,0,0.0,0.0
2020-06-20,USA-39007,Ashtabula,Ohio,-4,4.0,4.11,0,0.43,0.44
2020-06-20,USA-39005,Ashland,Ohio,2,1.57,2.94,0,0.0,0.0
2020-06-20,USA-39003,Allen,Ohio,1,1.43,1.4,0,0.29,0.28
2020-06-20,USA-39001,Adams,Ohio,0,0.57,2.06,0,0.0,0.0
2020-06-21,USA-39999,Unknown,Ohio,-1,0.17,,0,0.0,
2020-06-21,USA-39175,Wyandot,Ohio,0,1.0,4.59,0,0.0,0.0
2020-06-21,USA-39173,Wood,Ohio,1,1.86,1.42,0,0.14,0.11
2020-06-21,USA-39171,Williams,Ohio,0,0.14,0.39,0,0.0,0.0
2020-06-21,USA-39169,Wayne,Ohio,4,3.0,2.59,0,0.0,0.0
2020-06-21,USA-39167,Washington,Ohio,0,0.14,0.24,0,0.14,0.24
2020-06-21,USA-39165,Warren,Ohio,13,10.29,4.38,0,0.0,0.0
2020-06-21,USA-39163,Vinton,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39161,Van Wert,Ohio,0,0.43,1.52,0,0.0,0.0
2020-06-21,USA-39159,Union,Ohio,0,1.29,2.18,0,0.0,0.0
2020-06-21,USA-39157,Tuscarawas,Ohio,13,5.17,5.62,0,0.29,0.31
2020-06-21,USA-39155,Trumbull,Ohio,13,7.86,3.97,0,0.14,0.07
2020-06-21,USA-39153,Summit,Ohio,13,12.86,2.38,0,1.67,0.31
2020-06-21,USA-39151,Stark,Ohio,15,11.29,3.05,0,0.0,0.0
2020-06-21,USA-39149,Shelby,Ohio,0,0.29,0.59,0,0.0,0.0
2020-06-21,USA-39147,Seneca,Ohio,0,0.29,0.52,0,0.0,0.0
2020-06-21,USA-39145,Scioto,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39143,Sandusky,Ohio,0,0.86,1.46,0,0.0,0.0
2020-06-21,USA-39141,Ross,Ohio,0,0.71,0.93,0,0.0,0.0
2020-06-21,USA-39139,Richland,Ohio,2,3.14,2.59,0,0.0,0.0
2020-06-21,USA-39137,Putnam,Ohio,2,0.57,1.69,0,0.0,0.0
2020-06-21,USA-39135,Preble,Ohio,1,1.14,2.8,0,0.0,0.0
2020-06-21,USA-39133,Portage,Ohio,2,2.29,1.41,0,0.0,0.0
2020-06-21,USA-39131,Pike,Ohio,1,0.71,2.57,0,0.0,0.0
2020-06-21,USA-39129,Pickaway,Ohio,2,2.5,4.28,0,0.14,0.24
2020-06-21,USA-39127,Perry,Ohio,0,0.43,1.19,0,0.0,0.0
2020-06-21,USA-39125,Paulding,Ohio,0,0.57,3.06,0,0.0,0.0
2020-06-21,USA-39123,Ottawa,Ohio,1,0.29,0.71,0,0.14,0.35
2020-06-21,USA-39121,Noble,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39119,Muskingum,Ohio,1,1.0,1.16,0,0.0,0.0
2020-06-21,USA-39117,Morrow,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39115,Morgan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39113,Montgomery,Ohio,49,42.0,7.9,0,0.43,0.08
2020-06-21,USA-39111,Monroe,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39109,Miami,Ohio,1,2.0,1.87,0,0.0,0.0
2020-06-21,USA-39107,Mercer,Ohio,1,1.86,4.51,0,0.0,0.0
2020-06-21,USA-39105,Meigs,Ohio,0,0.43,1.87,0,0.0,0.0
2020-06-21,USA-39103,Medina,Ohio,6,2.29,1.27,0,0.14,0.08
2020-06-21,USA-39101,Marion,Ohio,0,1.29,1.98,0,0.14,0.22
2020-06-21,USA-39099,Mahoning,Ohio,15,10.0,4.37,0,1.43,0.62
2020-06-21,USA-39097,Madison,Ohio,0,0.86,1.92,0,0.0,0.0
2020-06-21,USA-39095,Lucas,Ohio,7,8.86,2.07,0,2.0,0.47
2020-06-21,USA-39093,Lorain,Ohio,12,7.0,2.26,0,0.57,0.18
2020-06-21,USA-39091,Logan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39089,Licking,Ohio,1,2.71,1.53,0,0.0,0.0
2020-06-21,USA-39087,Lawrence,Ohio,2,1.71,2.88,0,0.0,0.0
2020-06-21,USA-39085,Lake,Ohio,3,2.86,1.24,0,0.29,0.12
2020-06-21,USA-39083,Knox,Ohio,1,0.43,0.69,0,0.0,0.0
2020-06-21,USA-39081,Jefferson,Ohio,0,0.57,0.87,0,0.0,0.0
2020-06-21,USA-39079,Jackson,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39077,Huron,Ohio,13,4.71,8.09,0,0.0,0.0
2020-06-21,USA-39075,Holmes,Ohio,16,5.71,13.0,0,0.0,0.0
2020-06-21,USA-39073,Hocking,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39071,Highland,Ohio,2,0.71,1.65,0,0.0,0.0
2020-06-21,USA-39069,Henry,Ohio,1,0.43,1.59,0,0.0,0.0
2020-06-21,USA-39067,Harrison,Ohio,0,0.14,0.95,0,0.14,0.95
2020-06-21,USA-39065,Hardin,Ohio,0,2.0,6.38,0,0.86,2.73
2020-06-21,USA-39063,Hancock,Ohio,0,0.14,0.19,0,0.0,0.0
2020-06-21,USA-39061,Hamilton,Ohio,85,92.0,11.25,0,1.0,0.12
2020-06-21,USA-39059,Guernsey,Ohio,1,0.14,0.37,0,0.0,0.0
2020-06-21,USA-39057,Greene,Ohio,4,5.83,3.45,0,0.29,0.17
2020-06-21,USA-39055,Geauga,Ohio,2,3.29,3.51,0,0.29,0.31
2020-06-21,USA-39053,Gallia,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39051,Fulton,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39049,Franklin,Ohio,100,102.57,7.79,1,4.14,0.31
2020-06-21,USA-39047,Fayette,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-21,USA-39045,Fairfield,Ohio,5,6.43,4.08,0,0.43,0.27
2020-06-21,USA-39043,Erie,Ohio,0,1.0,1.35,0,0.29,0.38
2020-06-21,USA-39041,Delaware,Ohio,8,4.14,1.98,0,0.0,0.0
2020-06-21,USA-39039,Defiance,Ohio,0,0.29,0.75,0,0.0,0.0
2020-06-21,USA-39037,Darke,Ohio,-1,1.0,1.96,0,0.0,0.0
2020-06-21,USA-39035,Cuyahoga,Ohio,78,65.43,5.3,2,3.86,0.31
2020-06-21,USA-39033,Crawford,Ohio,0,0.17,0.4,0,0.0,0.0
2020-06-21,USA-39031,Coshocton,Ohio,1,1.29,3.51,0,0.0,0.0
2020-06-21,USA-39029,Columbiana,Ohio,5,6.29,6.17,0,0.29,0.28
2020-06-21,USA-39027,Clinton,Ohio,1,0.29,0.68,0,0.0,0.0
2020-06-21,USA-39025,Clermont,Ohio,4,5.86,2.84,0,0.0,0.0
2020-06-21,USA-39023,Clark,Ohio,14,34.86,26.0,0,0.0,0.0
2020-06-21,USA-39021,Champaign,Ohio,0,0.43,1.1,0,0.0,0.0
2020-06-21,USA-39019,Carroll,Ohio,2,0.57,2.12,0,0.0,0.0
2020-06-21,USA-39017,Butler,Ohio,7,15.86,4.14,0,0.71,0.19
2020-06-21,USA-39015,Brown,Ohio,0,0.83,1.92,0,0.0,0.0
2020-06-21,USA-39013,Belmont,Ohio,7,2.43,3.62,0,0.14,0.21
2020-06-21,USA-39011,Auglaize,Ohio,1,0.71,1.56,0,0.0,0.0
2020-06-21,USA-39009,Athens,Ohio,1,0.29,0.44,0,0.0,0.0
2020-06-21,USA-39007,Ashtabula,Ohio,5,4.33,4.46,0,0.43,0.44
2020-06-21,USA-39005,Ashland,Ohio,0,1.57,2.94,0,0.0,0.0
2020-06-21,USA-39003,Allen,Ohio,3,1.57,1.54,0,0.29,0.28
2020-06-21,USA-39001,Adams,Ohio,0,0.43,1.55,0,0.0,0.0
2020-06-22,USA-39999,Unknown,Ohio,0,0.17,,0,0.0,
2020-06-22,USA-39175,Wyandot,Ohio,0,1.0,4.59,0,0.0,0.0
2020-06-22,USA-39173,Wood,Ohio,3,2.29,1.75,0,0.14,0.11
2020-06-22,USA-39171,Williams,Ohio,1,0.14,0.39,0,0.0,0.0
2020-06-22,USA-39169,Wayne,Ohio,3,3.14,2.72,0,0.0,0.0
2020-06-22,USA-39167,Washington,Ohio,1,0.29,0.48,0,0.14,0.24
2020-06-22,USA-39165,Warren,Ohio,10,11.0,4.69,0,0.0,0.0
2020-06-22,USA-39163,Vinton,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-22,USA-39161,Van Wert,Ohio,0,0.29,1.01,0,0.0,0.0
2020-06-22,USA-39159,Union,Ohio,0,1.29,2.18,0,0.0,0.0
2020-06-22,USA-39157,Tuscarawas,Ohio,7,5.33,5.8,0,0.29,0.31
2020-06-22,USA-39155,Trumbull,Ohio,15,9.71,4.91,0,0.14,0.07
2020-06-22,USA-39153,Summit,Ohio,24,15.0,2.77,1,1.5,0.28
2020-06-22,USA-39151,Stark,Ohio,15,12.43,3.35,0,0.0,0.0
2020-06-22,USA-39149,Shelby,Ohio,1,0.43,0.88,0,0.0,0.0
2020-06-22,USA-39147,Seneca,Ohio,0,0.29,0.52,0,0.0,0.0
2020-06-22,USA-39145,Scioto,Ohio,1,0.14,0.19,0,0.0,0.0
2020-06-22,USA-39143,Sandusky,Ohio,1,0.86,1.46,0,0.0,0.0
2020-06-22,USA-39141,Ross,Ohio,1,0.86,1.12,0,0.0,0.0
2020-06-22,USA-39139,Richland,Ohio,6,3.57,2.95,0,0.0,0.0
2020-06-22,USA-39137,Putnam,Ohio,0,0.57,1.69,0,0.0,0.0
2020-06-22,USA-39135,Preble,Ohio,1,1.14,2.8,0,0.0,0.0
2020-06-22,USA-39133,Portage,Ohio,0,2.29,1.41,0,0.0,0.0
2020-06-22,USA-39131,Pike,Ohio,3,1.14,4.12,0,0.0,0.0
2020-06-22,USA-39129,Pickaway,Ohio,2,2.67,4.56,0,0.14,0.24
2020-06-22,USA-39127,Perry,Ohio,0,0.43,1.19,0,0.0,0.0
2020-06-22,USA-39125,Paulding,Ohio,1,0.43,2.3,0,0.0,0.0
2020-06-22,USA-39123,Ottawa,Ohio,3,0.57,1.41,0,0.14,0.35
2020-06-22,USA-39121,Noble,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-22,USA-39119,Muskingum,Ohio,1,1.0,1.16,0,0.0,0.0
2020-06-22,USA-39117,Morrow,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-22,USA-39115,Morgan,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-22,USA-39113,Montgomery,Ohio,29,42.86,8.06,0,0.43,0.08
2020-06-22,USA-39111,Monroe,Ohio,0,0.0,0.0,0,0.0,0.0
2020-06-22,USA-39109,Miami,Ohio,5,2.43,2.27,0,0.0,0.0
2020-06-22,USA-39107,Mercer,Ohio,-1,2.0,4.86,0,0.0,0.0
2020-06-22,USA-39105,Meigs,Ohio,0,0.43,1.87,0,0.0,0.0
2020-06-22,USA-39103,Medina,Ohio,3,2.57,1.43,0,0.14,0.08
2020-06-22,USA-39101,Marion,Ohio,-2,1.5,2.3,1,0.29,0.44
2020-06-22,USA-39099,Mahoning,Ohio,11,11.0,4.81,0,1.14,0.5
2020-06-22,USA-39097,Madison,Ohio,1,1.0,2.24,0,0.0,0.0
2020-06-22,USA-39095,Lucas,Ohio,21,7.71,1.8,0,1.71,0.4
2020-06-22,USA-39093,Lorain,Ohio,11,7.14,2.31,0,0.57,0.18
2020-06-22,USA-39091,Logan,Ohio,2,0.29,0.63,0,0.0,0.0
2020-06-22,USA-39089,Licking,Ohio,6,3.29,1.86,0,0.0,0.0
2020-06-22,USA-39087,Lawrence,Ohio,1,1.57,2.64,0,0.0,0.0
2020-06-22,USA-39085,Lake,Ohio,2,3.0,1.3,0,0.29,0.12
2020-06-22,USA-39083,Knox,Ohio,0,0.29,0.46,0,0.0,0.0
2020-06-22,USA-39081,Jefferson,Ohio,0,0.43,0.66,0,0.0,0.0
